Name	Gender	Edition	Category	MovieTitle	Director	Date
Claudette Colbert	Female	7th Academy Awards	Academy Award for Best Actress	It Happened One Night	Frank Capra	1935-02-27T00:00:00Z
Robert Riskin	Male	7th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	It Happened One Night	Frank Capra	1935-02-27T00:00:00Z
Walt Disney	Male	7th Academy Awards	Academy Award for Best Animated Short Film	The Tortoise and the Hare	Wilfred Jackson	1935-02-27T00:00:00Z
Fredric Hope	Male	7th Academy Awards	Academy Award for Best Production Design	The Merry Widow	Ernst Lubitsch	1935-02-27T00:00:00Z
Stacy Woodard	Male	7th Academy Awards	"Academy Award for Best Live Action Short Film, Novelty"	City of Wax	Horace Woodard	1935-02-27T00:00:00Z
Victor Milner	Male	7th Academy Awards	Academy Award for Best Cinematography	Cleopatra	Cecil B. DeMille	1935-02-27T00:00:00Z
Kenneth Macgowan	Male	7th Academy Awards	"Academy Award for Best Live Action Short Film, Comedy"	La Cucaracha	Lloyd Corrigan	1935-02-27T00:00:00Z
Louis Silvers	Male	7th Academy Awards	"Academy Award for Best Score, Adaptation or Treatment"	One Night of Love	Victor Schertzinger	1935-02-27T00:00:00Z
John P. Livadary	Male	7th Academy Awards	Academy Award for Best Sound Mixing	One Night of Love	Victor Schertzinger	1935-02-27T00:00:00Z
Katharine Hepburn	Female	6th Academy Awards	Academy Award for Best Actress	Morning Glory	Lowell Sherman	1934-03-16T00:00:00Z
Sarah Y. Mason	Female	6th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Little Women	George Cukor	1934-03-16T00:00:00Z
Walt Disney	Male	6th Academy Awards	Academy Award for Best Animated Short Film	Three Little Pigs	Burt Gillett	1934-03-16T00:00:00Z
Charles Laughton	Male	6th Academy Awards	Academy Award for Best Actor	The Private Life of Henry VIII	Alexander Korda	1934-03-16T00:00:00Z
Robert Lord	Male	6th Academy Awards	Academy Award for Best Story	One Way Passage	Tay Garnett	1934-03-16T00:00:00Z
William S. Darling	Male	6th Academy Awards	Academy Award for Best Production Design	Cavalcade	Frank Lloyd	1934-03-16T00:00:00Z
Frank Lloyd	Male	6th Academy Awards	Academy Award for Best Director	Cavalcade	Frank Lloyd	1934-03-16T00:00:00Z
Frank Lloyd	Male	6th Academy Awards	Academy Award for Best Picture	Cavalcade	Frank Lloyd	1934-03-16T00:00:00Z
Lou Brock	Male	6th Academy Awards	"Academy Award for Best Live Action Short Film, Comedy"	So This Is Harris!	Mark Sandrich	1934-03-16T00:00:00Z
Joe Rock	Male	6th Academy Awards	"Academy Award for Best Live Action Short Film, Novelty"	Krakatoa	Joe Rock	1934-03-16T00:00:00Z
Franklin Hansen	Male	6th Academy Awards	Academy Award for Best Sound Mixing	A Farewell to Arms	Frank Borzage	1934-03-16T00:00:00Z
Charles Lang	Male	6th Academy Awards	Academy Award for Best Cinematography	A Farewell to Arms	Frank Borzage	1934-03-16T00:00:00Z
Hal Roach	Male	5th Academy Awards	"Academy Award for Best Live Action Short Film, Comedy"	The Music Box	James Parrott	1932-11-18T00:00:00Z
Wallace Beery	Male	5th Academy Awards	Academy Award for Best Actor	The Champ	King Vidor	1932-11-18T00:00:00Z
Frances Marion	Female	5th Academy Awards	Academy Award for Best Story	The Champ	King Vidor	1932-11-18T00:00:00Z
Edmund Goulding	Male	5th Academy Awards	Academy Award for Best Picture	Grand Hotel	Edmund Goulding	1932-11-18T00:00:00Z
Helen Hayes	Female	5th Academy Awards	Academy Award for Best Actress	The Sin of Madelon Claudet	Edgar Selwyn	1932-11-18T00:00:00Z
Edwin J. Burke	Male	5th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Bad Girl	Frank Borzage	1932-11-18T00:00:00Z
Frank Borzage	Male	5th Academy Awards	Academy Award for Best Director	Bad Girl	Frank Borzage	1932-11-18T00:00:00Z
Fredric March	Male	5th Academy Awards	Academy Award for Best Actor	Dr. Jekyll and Mr. Hyde	Rouben Mamoulian	1932-11-18T00:00:00Z
Walt Disney	Male	5th Academy Awards	Academy Award for Best Animated Short Film	Flowers and Trees	Burt Gillett	1932-11-18T00:00:00Z
Lee Garmes	Male	5th Academy Awards	Academy Award for Best Cinematography	Shanghai Express	Josef von Sternberg	1932-11-18T00:00:00Z
Gordon Wiles	Male	5th Academy Awards	Academy Award for Best Production Design	Transatlantic	William K. Howard	1932-11-18T00:00:00Z
Floyd Crosby	Male	4th Academy Awards	Academy Award for Best Cinematography	Tabu	F. W. Murnau	1931-11-10T00:00:00Z
John Monk Saunders	Male	4th Academy Awards	Academy Award for Best Story	The Dawn Patrol	Howard Hawks	1931-11-10T00:00:00Z
Norman Taurog	Male	4th Academy Awards	Academy Award for Best Director	Skippy	Norman Taurog	1931-11-10T00:00:00Z
Wesley Ruggles	Male	4th Academy Awards	Academy Award for Best Picture	Cimarron	Wesley Ruggles	1931-11-10T00:00:00Z
Howard Estabrook	Male	4th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Cimarron	Wesley Ruggles	1931-11-10T00:00:00Z
Max Ree	Male	4th Academy Awards	Academy Award for Best Production Design	Cimarron	Wesley Ruggles	1931-11-10T00:00:00Z
Marie Dressler	Female	4th Academy Awards	Academy Award for Best Actress	Min and Bill	George W. Hill	1931-11-10T00:00:00Z
Lionel Barrymore	Male	4th Academy Awards	Academy Award for Best Actor	A Free Soul	Clarence Brown	1931-11-10T00:00:00Z
Frances Marion	Female	3rd Academy Awards	Academy Award for Best Writing	The Big House	George W. Hill	1930-11-05T00:00:00Z
Douglas Shearer	Male	3rd Academy Awards	Academy Award for Best Sound Mixing	The Big House	George W. Hill	1930-11-05T00:00:00Z
Lewis Milestone	Male	3rd Academy Awards	Academy Award for Best Picture	All Quiet on the Western Front	Lewis Milestone	1930-11-05T00:00:00Z
Lewis Milestone	Male	3rd Academy Awards	Academy Award for Best Director	All Quiet on the Western Front	Lewis Milestone	1930-11-05T00:00:00Z
Herman Rosse	Male	3rd Academy Awards	Academy Award for Best Production Design	King of Jazz	Paul Fejos	1930-11-05T00:00:00Z
George Arliss	Male	3rd Academy Awards	Academy Award for Best Actor	Disraeli	Alfred Edward Green	1930-11-05T00:00:00Z
Norma Shearer	Female	3rd Academy Awards	Academy Award for Best Actress	The Divorcee	Robert Zigler Leonard	1930-11-05T00:00:00Z
Mary Pickford	Female	2nd Academy Awards	Academy Award for Best Actress	Coquette	Sam Taylor	1930-04-03T00:00:00Z
Clyde De Vinna	Male	2nd Academy Awards	Academy Award for Best Cinematography	White Shadows in the South Seas	Robert J. Flaherty	1930-04-03T00:00:00Z
Harry Beaumont	Male	2nd Academy Awards	Academy Award for Best Picture	The Broadway Melody	Harry Beaumont	1930-04-03T00:00:00Z
Frank Lloyd	Male	2nd Academy Awards	Academy Award for Best Director	The Divine Lady	Frank Lloyd	1930-04-03T00:00:00Z
Hanns Kraly	Male	2nd Academy Awards	Academy Award for Best Writing	The Patriot	Ernst Lubitsch	1930-04-03T00:00:00Z
Warner Baxter	Male	2nd Academy Awards	Academy Award for Best Actor	In Old Arizona	Raoul Walsh	1930-04-03T00:00:00Z
Cedric Gibbons	Male	2nd Academy Awards	Academy Award for Best Production Design	The Bridge of San Luis Rey	Charles Brabin	1930-04-03T00:00:00Z
Emil Jannings	Male	1st Academy Awards	Academy Award for Best Actor	The Last Command	Josef von Sternberg	1929-05-16T00:00:00Z
Janet Gaynor	Female	1st Academy Awards	Academy Award for Best Actress	Sunrise: A Song of Two Humans	F. W. Murnau	1929-05-16T00:00:00Z
Karl Struss	Male	1st Academy Awards	Academy Award for Best Cinematography	Sunrise: A Song of Two Humans	F. W. Murnau	1929-05-16T00:00:00Z
Lewis Milestone	Male	1st Academy Awards	Academy Award for Best Director (Comedy picture)	Two Arabian Knights	Lewis Milestone	1929-05-16T00:00:00Z
Janet Gaynor	Female	1st Academy Awards	Academy Award for Best Actress	Seventh Heaven	Frank Borzage	1929-05-16T00:00:00Z
Benjamin Glazer	Male	1st Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Seventh Heaven	Frank Borzage	1929-05-16T00:00:00Z
Frank Borzage	Male	1st Academy Awards	"Academy Award for Best Director, Dramatic Picture"	Seventh Heaven	Frank Borzage	1929-05-16T00:00:00Z
William A. Wellman	Male	1st Academy Awards	Academy Award for Best Picture	Wings	William A. Wellman	1929-05-16T00:00:00Z
Roy Pomeroy	Male	1st Academy Awards	Academy Award for Best Engineering Effects	Wings	William A. Wellman	1929-05-16T00:00:00Z
